40.73319;-73.993027
40.731126;-74.008543
40.732058;-73.984223
40.733847;-73.999592
40.710262;-74.005731
40.723936;-73.999155
40.7613;-73.983731
40.781215;-73.94932
40.763128;-73.980319
40.71588;-73.986503
40.719545;-73.986631
40.684051;-73.999453
40.684015;-73.992284
40.756908;-73.993755
40.765267;-73.960935
40.730255;-73.983384
40.760248;-73.975962
40.714781;-73.997802
40.713188;-73.999833
40.743577;-73.983804
40.709955;-74.009003
40.727072;-73.988789
40.724821;-73.994584
40.898266;-73.862388
40.725761;-73.982867
40.690541;-73.99198
40.668773;-73.979991
40.866127;-73.863507
40.854568;-73.887864
40.863142;-73.894237
40.843821;-73.910207
40.838175;-73.923656
40.826614;-73.917874
40.847908;-73.85671
40.831464;-73.901427
40.874186;-73.878006
40.811526;-73.92457
40.833518;-73.858174
40.849329;-73.917271
40.84616;-73.898529
40.820444;-73.904689
40.765082;-73.991481
40.772119;-73.982985
40.592992;-73.784334
40.773755;-73.796868
40.680345;-73.792028
40.782653;-73.776666
40.760358;-73.768575
40.735393;-73.717281
40.71255;-73.817387
40.60148;-73.820289
40.695639;-73.741675
40.767927;-73.738107
40.757887;-73.784867
40.73852;-73.877372
40.604882;-73.752246
40.757782;-73.829255
40.72169;-73.843635
40.741686;-73.782745
40.703118;-73.875742
40.71741;-73.818847
40.720064;-73.761869
40.664064;-73.841951
40.726207;-73.82107
40.677097;-73.745124
40.701025;-73.83137
40.738007;-73.861211
40.727117;-73.893358
40.763979;-73.809969
40.712545;-73.88111
40.771345;-73.826591
40.710929;-73.853712
40.759556;-73.731368
40.751712;-73.992362
40.748788;-73.992247
40.753599;-73.998775
40.744066;-73.983622
40.745075;-73.986999
40.74204;-73.980778
40.744922;-73.991315
40.80468;-73.966471
40.744;-73.991988
40.740042;-73.986558
40.807099;-73.964706
40.745349;-73.998636
40.73864;-73.983301
40.741922;-73.993506
40.742929;-74.000227
40.736657;-73.990646
40.807495;-73.944772
40.741155;-74.001491
40.733122;-73.981027
40.696062;-73.983276
40.728677;-74.005297
40.773079;-73.875633
40.646982;-73.786512
40.846418;-73.893502
40.85515;-73.881172
40.861831;-73.892452
40.862702;-73.902834
40.81678;-73.892373
40.65625;-73.930862
40.652547;-73.923565
40.669914;-73.860887
40.668983;-73.930588
40.692455;-73.990364
40.645119;-73.986936
40.631909;-73.928284
40.615277;-73.928789
40.633325;-73.889279
40.760113;-73.828017
40.679689;-73.77717
40.744415;-73.931024
40.726553;-73.894283
40.753139;-73.974801
40.755833;-73.964715
40.834446;-73.944459
40.625182;-74.149242
40.725301;-73.999103
40.75239;-73.991908
40.681302;-73.847124
40.586314;-73.815767
40.729494;-73.825345
40.785979;-73.846442
40.719812;-73.739338
40.743093;-73.82554
40.7267;-73.864555
40.700991;-73.83214
40.705167;-73.902886
40.672562;-73.771034
40.660172;-73.739473
40.57972;-73.837451
40.709361;-73.767126
40.696196;-73.743403
40.760725;-73.926381
40.774991;-73.912097
40.766271;-73.930714
40.73929;-73.889709
40.752955;-73.910183
40.760252;-73.917976
40.75588;-73.923709
40.720894;-73.846815
40.705968;-73.857257
40.763583;-73.830038
40.77603;-73.910839
40.758067;-73.829414
40.629018;-74.115615
40.559592;-74.169599
40.629846;-74.076697
40.579018;-74.16941
40.585893;-74.168426
40.569785;-74.110338
40.612434;-74.132431
40.55417;-74.143396
40.608241;-74.162104
40.625963;-74.134429
40.705202;-74.013844
40.702971;-74.014372
40.744874;-73.993485
40.755564;-73.98646
40.746758;-73.986443
40.757605;-73.969454
40.72424;-73.997779
40.757997;-73.977896
40.735636;-73.98971
40.751224;-73.97342
40.781474;-73.980427
40.717046;-74.001806
40.76792;-73.985709
40.764928;-73.987876
40.785489;-73.976606
40.761222;-73.984199
40.761383;-73.974201
40.767796;-73.98232
40.745216;-73.982607
40.74289;-73.977003
40.708153;-74.011363
40.760765;-73.975584
40.752385;-73.984206
40.864398;-73.929231
40.754928;-73.986656
40.723559;-73.998369
40.706501;-74.012753
40.729882;-73.999022
40.76127;-73.985665
40.707648;-74.013055
40.715821;-74.003521
40.767796;-73.98232
40.709414;-74.006171
40.750871;-73.976457
40.739083;-73.987262
40.748368;-73.984627
40.77443;-73.959295
40.77443;-73.959295
40.779064;-73.982692
40.779064;-73.982692
40.767352;-73.980169
40.767352;-73.980169
40.764158;-73.982743
40.764158;-73.982743
40.759181;-73.970393
40.759181;-73.970393
40.758176;-73.970484
40.758176;-73.970484
40.740934;-73.994215
40.740934;-73.994215
40.759334;-73.975254
40.759334;-73.975254
40.758373;-73.981554
40.758373;-73.981554
40.738525;-73.987484
40.738525;-73.987484
40.753622;-73.972356
40.753622;-73.972356
40.651854;-73.980499
40.651854;-73.980499
40.752238;-73.970009
40.752238;-73.970009
40.75321;-73.984272
40.75321;-73.984272
40.748933;-73.975798
40.748933;-73.975798
40.744842;-73.995086
40.744842;-73.995086
40.752995;-73.989184
40.752995;-73.989184
40.748059;-73.982731
40.748059;-73.982731
40.748368;-73.984627
40.748368;-73.984627
40.721993;-73.985304
40.721993;-73.985304
40.715541;-74.006068
40.715541;-74.006068
40.705008;-74.007151
40.705008;-74.007151
40.729988;-73.992215
40.729988;-73.992215
40.738728;-73.992366
40.751443;-73.971037
40.738728;-73.992366
40.76116;-73.968947
40.75212;-73.977669
40.714915;-73.991972
40.749312;-73.98391
40.76766;-73.982057
40.721593;-74.004425
40.709915;-74.008947
40.798471;-73.961065
40.760811;-73.968877
40.709606;-74.009551
40.724494;-73.987576
40.720746;-73.997409
40.757504;-73.966595
40.784822;-73.973379
40.747927;-73.98823
40.74506;-73.984321
40.762341;-73.963092
40.762341;-73.963092
40.715685;-74.005056
40.709445;-74.01028
40.714899;-73.996906
40.718708;-74.000937
40.716167;-74.010648
40.702781;-74.012212
40.712708;-73.989242
40.718664;-73.988277
40.730611;-74.000517
40.729316;-73.993467
40.726537;-73.986063
40.72978;-73.989736
40.733393;-73.999727
40.737713;-73.996597
40.738056;-73.998533
40.731226;-73.982316
40.736643;-73.990656
40.741967;-73.993473
40.737486;-73.979972
40.745862;-73.990659
40.743199;-73.984078
40.747596;-73.996824
40.695897;-73.790745
40.675063;-73.809554
40.692282;-73.760147
40.737607;-73.929723
40.78863;-73.810938
40.642295;-74.075181
40.622316;-74.088571
40.765273;-73.95991
40.802723;-73.953424
40.803348;-73.934988
40.794462;-73.943612
40.713529;-73.996378
40.814953;-73.940818
40.847619;-73.933763
40.813976;-73.956812
